file,action,reason
kavithaigal/puthupoar.md,unchanged,already verbatim
kavithaigal/seeridum_seettu.md,unchanged,already verbatim
kavithaigal/sinnaan_sindhu.md,unchanged,already verbatim
kavithaigal/sooriya_kutty.md,unchanged,already verbatim
kavithaigal/tamil_isai.md,unchanged,already verbatim
kavithaigal/thaembuhiraen.md,unchanged,already verbatim
kavithaigal/thaeyilai_thottathilae.md,unchanged,already verbatim
kavithaigal/thambi_kael.md,unchanged,already verbatim
kavithaigal/tharthevan_poatri.md,unchanged,already verbatim
kavithaigal/theekural.md,unchanged,already verbatim
kavithaigal/theemaigal_ozhithukatta.md,unchanged,already verbatim
kavithaigal/theemaigal_podipada.md,unchanged,already verbatim
kavithaigal/thirumbippar.md,unchanged,already verbatim
kavithaigal/thiruvidathai.md,unchanged,already verbatim
kavithaigal/udayar_oalam.md,unchanged,already verbatim
kavithaigal/unarveer.md,unchanged,already verbatim
kavithaigal/vaelappanum_veerappanum.md,unchanged,already verbatim
kavithaigal/vaendum_viduthalai.md,unchanged,already verbatim
kavithaigal/vaetpalar_varugirar.md,unchanged,already verbatim
kavithaigal/vandikaran_magan.md,unchanged,already verbatim
kavithaigal/vandu_kandaen.md,unchanged,already verbatim
kavithaigal/vazhibadu.md,unchanged,already verbatim
kavithaigal/veettu_vilakku.md,unchanged,already verbatim
kavithaigal/velli_mulaikkuthu.md,unchanged,already verbatim
kavithaigal/viduthalai.md,unchanged,already verbatim
kavithaigal/vizhiputra_paattali.md,unchanged,already verbatim
nadagangal/CONTENTS.md,skipped,not in source map
nadagangal/aatrangaraiyinilae_1.md,skipped,OCR source requires reviewed corrections
nadagangal/avanasiyar_1.md,skipped,OCR source requires reviewed corrections
nadagangal/avar_pesathathu_1.md,skipped,OCR source requires reviewed corrections
nadagangal/avargal_ullam_1.md,skipped,OCR source requires reviewed corrections
nadagangal/bajirao_1.md,skipped,OCR source requires reviewed corrections
nadagangal/congresswala_1.md,skipped,OCR source requires reviewed corrections
nadagangal/dharmam_thalai_1.md,skipped,OCR source requires reviewed corrections
nadagangal/enthan_thiru_1.md,skipped,OCR source requires reviewed corrections
nadagangal/kailayam_1.md,skipped,OCR source requires reviewed corrections
nadagangal/kal_sumantha_1.md,skipped,OCR source requires reviewed corrections
nadagangal/kattaiviral_1.md,skipped,OCR source requires reviewed corrections
nadagangal/mangai_oorugai_1.md,skipped,OCR source requires reviewed corrections
nadagangal/morarji_thesai.md,skipped,OCR source requires reviewed corrections
nadagangal/mudhalalithuva_1.md,skipped,OCR source requires reviewed corrections
nadagangal/orae_oru_vithi_1.md,skipped,OCR source requires reviewed corrections
nadagangal/roam_erigirathu_1.md,skipped,OCR source requires reviewed corrections
nadagangal/sellapillai_1.md,skipped,OCR source requires reviewed corrections
nadagangal/sumangalipooja_1.md,skipped,OCR source requires reviewed corrections
nandrigal.md,unchanged,already verbatim
navalgal/CONTENTS.md,skipped,not in source map
oviyam/CONTENTS.md,skipped,not in source map
paettigal/CONTENTS.md,skipped,not in source map
paettigal/aavalum_aarvamum.md,unchanged,already verbatim
paettigal/anaivarum_virumbiya.md,unchanged,already verbatim
paettigal/anna_uraiyadal.md,unchanged,already verbatim
paettigal/arasiyalarivum_unarvum.md,unchanged,already verbatim
paettigal/ariya_america_payanam.md,unchanged,already verbatim
paettigal/baba_anna.md,unchanged,already verbatim
paettigal/burma_arisi.md,unchanged,already verbatim
paettigal/dravida_arasu.md,unchanged,already verbatim
paettigal/hindiyum_dravidanadum.md,unchanged,already verbatim
paettigal/hongkongil_anna.md,unchanged,already verbatim
paettigal/iyandrathai_seivoam.md,unchanged,already verbatim
paettigal/koottu_amaicharavai.md,unchanged,already verbatim
paettigal/latchiya_arasu.md,unchanged,already verbatim
paettigal/madhuvilakku.md,unchanged,already verbatim
paettigal/mozhi_ullitta_prachinai.md,unchanged,already verbatim
paettigal/mummozhi_thittam.md,unchanged,already verbatim
paettigal/naangam_ainthandu.md,unchanged,already verbatim
paettigal/nallavar_virumbum_thodarbu.md,unchanged,already verbatim
paettigal/nirvagamum.md,unchanged,already verbatim
paettigal/orae_katchi_aatchi.md,unchanged,already verbatim
paettigal/pop_santhippu.md,unchanged,already verbatim
paettigal/prachinaigal_pala.md,unchanged,already verbatim
paettigal/thavaru_seithapothu.md,unchanged,already verbatim
paettigal/thimuka_nilai.md,unchanged,already verbatim
paettigal/thunai_amaichargal.md,unchanged,already verbatim
paettigal/vaanolipaetiyil.md,unchanged,already verbatim
photos/CONTENTS.md,skipped,not in source map
sirukathaigal/1938-1940.md,skipped,OCR source requires reviewed corrections
sirukathaigal/CONTENTS.md,skipped,not in source map
sirukathaigal/aarumugam.md,skipped,OCR source requires reviewed corrections
sirukathaigal/aezhai.md,skipped,OCR source requires reviewed corrections
sirukathaigal/alladum_andavan.md,skipped,OCR source requires reviewed corrections
sirukathaigal/annadhanam.md,skipped,OCR source requires reviewed corrections
sirukathaigal/aruvadai.md,skipped,OCR source requires reviewed corrections
sirukathaigal/aval_mudivu.md,skipped,OCR source requires reviewed corrections
sirukathaigal/baktha_bakthath.md,skipped,OCR source requires reviewed corrections
sirukathaigal/bali.md,skipped,OCR source requires reviewed corrections
sirukathaigal/bama_vijayam.md,skipped,OCR source requires reviewed corrections
sirukathaigal/boobathiyin.md,skipped,OCR source requires reviewed corrections
sirukathaigal/brammanayakam.md,skipped,OCR source requires reviewed corrections
sirukathaigal/danabal_chettiyar.md,skipped,OCR source requires reviewed corrections
sirukathaigal/devathayin_thuyaram.md,skipped,OCR source requires reviewed corrections
sirukathaigal/engum_avan.md,skipped,OCR source requires reviewed corrections
sirukathaigal/ganavaan.md,skipped,OCR source requires reviewed corrections
sirukathaigal/imsaikku_aalana.md,skipped,OCR source requires reviewed corrections
sirukathaigal/iru_satchigal.md,skipped,OCR source requires reviewed corrections
sirukathaigal/irumbaram.md,skipped,OCR source requires reviewed corrections
sirukathaigal/iruparambaraigal.md,skipped,OCR source requires reviewed corrections
sirukathaigal/iruvar.md,skipped,OCR source requires reviewed corrections
sirukathaigal/ivargal_kutravaligala.md,skipped,OCR source requires reviewed corrections
sirukathaigal/justice_janaki.md,skipped,OCR source requires reviewed corrections
sirukathaigal/kadavulin_kavalai.md,skipped,OCR source requires reviewed corrections
sirukathaigal/kadvul_thandipar.md,skipped,OCR source requires reviewed corrections
sirukathaigal/kaikku_ettiyathu.md,skipped,OCR source requires reviewed corrections
sirukathaigal/kaithigal.md,skipped,OCR source requires reviewed corrections
sirukathaigal/kali_theertha.md,skipped,OCR source requires reviewed corrections
sirukathaigal/kalizhanthan.md,skipped,OCR source requires reviewed corrections
sirukathaigal/kallum_kannadi.md,skipped,OCR source requires reviewed corrections
sirukathaigal/kamakurangu.md,skipped,OCR source requires reviewed corrections
sirukathaigal/kanavil_keerathar.md,skipped,OCR source requires reviewed corrections
sirukathaigal/kanni_vithavai.md,skipped,OCR source requires reviewed corrections
sirukathaigal/karuppannasamy.md,skipped,OCR source requires reviewed corrections
sirukathaigal/kathiravan_kanneer.md,skipped,OCR source requires reviewed corrections
sirukathaigal/kokarko.md,skipped,OCR source requires reviewed corrections
sirukathaigal/kolaikari.md,skipped,OCR source requires reviewed corrections
sirukathaigal/krishnaleela.md,skipped,OCR source requires reviewed corrections
sirukathaigal/kumari_soorya.md,skipped,OCR source requires reviewed corrections
sirukathaigal/kuralappar.md,skipped,OCR source requires reviewed corrections
sirukathaigal/kutravaali_koondilae.md,skipped,OCR source requires reviewed corrections
sirukathaigal/kutravaali_yar.md,skipped,OCR source requires reviewed corrections
sirukathaigal/kutravali_koondukku.md,skipped,OCR source requires reviewed corrections
sirukathaigal/maadiveedu.md,skipped,OCR source requires reviewed corrections
sirukathaigal/maduraikku_ticket_illai.md,skipped,OCR source requires reviewed corrections
sirukathaigal/maelathikari.md,skipped,OCR source requires reviewed corrections
sirukathaigal/manitha_manthai.md,skipped,OCR source requires reviewed corrections
sirukathaigal/marathundu.md,skipped,OCR source requires reviewed corrections
sirukathaigal/moolakaranam.md,skipped,OCR source requires reviewed corrections
sirukathaigal/moondru_kadithangal.md,skipped,OCR source requires reviewed corrections
sirukathaigal/mugam_veluthathu.md,skipped,OCR source requires reviewed corrections
sirukathaigal/naakizhanthar.md,skipped,OCR source requires reviewed corrections
sirukathaigal/naan_manithananaen.md,skipped,OCR source requires reviewed corrections
sirukathaigal/nadodi.md,skipped,OCR source requires reviewed corrections
sirukathaigal/nagaithal_nangai.md,skipped,OCR source requires reviewed corrections
sirukathaigal/neethipathi_vakeel.md,skipped,OCR source requires reviewed corrections
sirukathaigal/nenjil_neruppu.md,skipped,OCR source requires reviewed corrections
sirukathaigal/oru_muttalin_kathai.md,skipped,OCR source requires reviewed corrections
sirukathaigal/oruvanthan.md,skipped,OCR source requires reviewed corrections
sirukathaigal/paei_oadi_poachu.md,skipped,OCR source requires reviewed corrections
sirukathaigal/paeran_bengalooril.md,skipped,OCR source requires reviewed corrections
sirukathaigal/palapalan.md,skipped,OCR source requires reviewed corrections
sirukathaigal/pallilikkum.md,skipped,OCR source requires reviewed corrections
sirukathaigal/palliyarayil_paramasivan.md,skipped,OCR source requires reviewed corrections
sirukathaigal/pavalapaspam.md,skipped,OCR source requires reviewed corrections
sirukathaigal/pithalai_alla.md,skipped,OCR source requires reviewed corrections
sirukathaigal/police_ponnusamy.md,skipped,OCR source requires reviewed corrections
sirukathaigal/pongal_parisu.md,skipped,OCR source requires reviewed corrections
sirukathaigal/prarthanai.md,skipped,OCR source requires reviewed corrections
sirukathaigal/prasang_booshanam.md,skipped,OCR source requires reviewed corrections
sirukathaigal/pulinagam.md,skipped,OCR source requires reviewed corrections
sirukathaigal/puthiya_nayanar.md,skipped,OCR source requires reviewed corrections
sirukathaigal/rajapart.md,skipped,OCR source requires reviewed corrections
sirukathaigal/rottithundu.md,skipped,OCR source requires reviewed corrections
sirukathaigal/saadhu.md,skipped,OCR source requires reviewed corrections
sirukathaigal/samayapurathamman.md,skipped,OCR source requires reviewed corrections
sirukathaigal/samooga_sevaki.md,skipped,OCR source requires reviewed corrections
sirukathaigal/saroja_aarana.md,skipped,OCR source requires reviewed corrections
sirukathaigal/sengarumbu.md,skipped,OCR source requires reviewed corrections
sirukathaigal/sevvazhai.md,skipped,OCR source requires reviewed corrections
sirukathaigal/sokki.md,skipped,OCR source requires reviewed corrections
sirukathaigal/sollathathu.md,skipped,OCR source requires reviewed corrections
sirukathaigal/solvathai_ezhuthaenda.md,skipped,OCR source requires reviewed corrections
sirukathaigal/soothadi.md,skipped,OCR source requires reviewed corrections
sirukathaigal/sudumoonchi.md,skipped,OCR source requires reviewed corrections
sirukathaigal/sumar_subbaiah.md,skipped,OCR source requires reviewed corrections
sirukathaigal/thangathin_kathalan.md,skipped,OCR source requires reviewed corrections
sirukathaigal/thavalayum_manithanum.md,skipped,OCR source requires reviewed corrections
sirukathaigal/thediyathu_vakeelai.md,skipped,OCR source requires reviewed corrections
sirukathaigal/theerpaliyungal.md,skipped,OCR source requires reviewed corrections
sirukathaigal/theetuthuni.md,skipped,OCR source requires reviewed corrections
sirukathaigal/thirappu_vizha.md,skipped,OCR source requires reviewed corrections
sirukathaigal/thunai_nadigai.md,skipped,OCR source requires reviewed corrections
sirukathaigal/ubakari_ulaga.md,skipped,OCR source requires reviewed corrections
sirukathaigal/udai_poattathum.md,skipped,OCR source requires reviewed corrections
sirukathaigal/udayar_ullam.md,skipped,OCR source requires reviewed corrections
sirukathaigal/unnaviratham_oru_thandanai.md,skipped,OCR source requires reviewed corrections
sirukathaigal/vaelai_kidaithathu.md,skipped,OCR source requires reviewed corrections
sirukathaigal/vaelai_pochu.md,skipped,OCR source requires reviewed corrections
sirukathaigal/valiba_virunthu.md,skipped,OCR source requires reviewed corrections
sirukathaigal/valli_nayakiyin.md,skipped,OCR source requires reviewed corrections
sirukathaigal/valli_thirumanam.md,skipped,OCR source requires reviewed corrections
sirukathaigal/valliyin_devi.md,skipped,OCR source requires reviewed corrections
sirukathaigal/varavu_selavu.md,skipped,OCR source requires reviewed corrections
sirukathaigal/vazhuki_vizhunthavargal.md,skipped,OCR source requires reviewed corrections
sirukathaigal/velli_ratham.md,skipped,OCR source requires reviewed corrections
sirukathaigal/yaarmeethu_kobithu.md,skipped,OCR source requires reviewed corrections
sirukathaigal/yogapiyasam_1.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/040767.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/050767.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/050767_2.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/060368.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/060767.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/070767.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/080767.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/080767_2.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/120767.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/130767.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/170367.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/170767.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/170868.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/170868_2.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/180767.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/180767_2.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/190368.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/240868.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/241167.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/250368.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/260368.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/260868.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/270367.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/270368.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/271167.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/280367.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/280368.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/300667.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/310868.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/CONTENTS.md,skipped,not in source map
sorpozhivugal/a_stateless.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/a_thought.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/aabasa170259_2.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/aasiriyar.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/aezhaikku.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/allal_agala.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/alunarukku_anna.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/amaichar160361.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/arasoozhiyar.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/arasu_endral.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/arignaranna_perurai.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/call_to_the.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/chennai220360.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/chennai300161.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/chennai_maanagar.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/chennai_mavatta.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/chennai_rayapuram.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/desiya_vanipa.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/dravida_desium.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/ennai_kavarntha.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/gandhi_silai.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/hidhi_thinippai.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/hindi_ethirpu.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/hindi_ethirpu_mana.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/human_rights.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/ideal_society.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/irandavathu_manila1.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/irandavathu_manila2.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/jainaneri.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/jananayagathin.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/kadan_sambantha.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/kaikodukkum.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/kalaivanar_maraivu.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/kalayin_nilamai.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/kanchi_pattu.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/kanchi_vazha.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/kanivum.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/kaveri_thayin.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/kazhagathin_pilavu.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/kerala310859.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/kootu_endral.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/kovai_thaerthal.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/kulayum.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/latchiyam_valar.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/maanila300958.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/maanila_suya.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/maedai_paechu.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/magalir_nithi.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/mahathma_gandhi.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/mahatma_gandhi_marai.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/makkal_sakthi.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/makkalukku_vidutha.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/malarum_maanavar.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/manavamanigalin.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/manavargalukku_vaelai.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/manavargalum_samu.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/manilakalluri.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/mozhiprachinai.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/mozhiyai.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/muthal_manila.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/naadu_nagram.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/nadagathil_oru.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/nadagathilae.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/nagaichuvai_mannar.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/namakkal.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/nambikkai311057.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/nellai_mavatta.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/neruvum_annavum.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/nilaucha301058.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/nithi070458.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/nithi140361.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/nithi180358.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/nithi230359.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/nithi300460.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/nithi_othukka260757.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/noolnilayangal.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/oayvunaeram.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/oviyar_madhavan.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/pathirikai_thozhil.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/pazhayana.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/pengal_unavu.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/poar_murasu_kotti.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/poarkodi.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/poarvaal.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/pooja_mano.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/pothu_maanadu.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/puthiya_unarchi.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/reapraisal.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/samadarmam.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/samooga_pani.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/samuthaya170358.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/sangaralinga.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/sangeetha_sangam.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/satta_11_03_1958.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/satta_desiya_ava.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/seermigu_seerani.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/sootchamam.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/standly.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/sthabana_aykyam.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/suthanthira_indiavil.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/tamil_azhikum.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/tamilarignan.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/tamilarin_thani.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/thaeni_pothu.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/thaiyarkalayum.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/thambiyae_va.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/thamizhagathirku.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/thamizhinamae.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/thaniyar_kalvi.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/thanjai_manattil.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/tharugiraen50.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/thazhtha200358.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/the_role_of.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/theendamai.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/thimuka_moondravathu.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/thimuka_pothu.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/thimuka_thaer_sira.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/thiruppathur.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/thithikkkum.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/thoazhamaya.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/thozhamayai.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/thozhil240757.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/ullatchi051157.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/unavu100958.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/urimai161259.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/uthagai.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/veetirkor_putha.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/veettuku_oar.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/velanmai180948.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/velanmai190359.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/velanmai260358.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/vetri_veerargalukku.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/viduthalai_iyakkam.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/viduthalai_thirunalil.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/vilanginai.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/vithikku_adimai.md,skipped,OCR source requires reviewed corrections
sorpozhivugal/yathum_oorae.md,skipped,OCR source requires reviewed corrections
writings.md,restored,verbatim English HTML source
