source_file,source_fragment,probable_reading,status,notes
sorpozhivugal/kanchi_vazha.md,வழக்கறிஞார்களிடையே,வழக்கறிஞர்களிடையே,probable,"Extra vowel marker in title; clean spelling used only in display and English."
sorpozhivugal/kanchi_vazha.md,டி.ல்வியிலே,டில்லியிலே,probable,"Stray OCR punctuation in Delhi; translated normally."
sorpozhivugal/chennai300161.md,[severely garbled closing passage],[requires image review or re-OCR],incomplete_source,"Legislative action and final lines are not recoverable safely from current OCR; file remains pending."
sorpozhivugal/arasoozhiyar.md,6-3-672-ல்,6-3-1967-ல்,probable,"Chronology and surrounding 1967 entries support the missing digit; source remains verbatim."
sorpozhivugal/arasoozhiyar.md,டில்விமில் / டி.ல்லி,டில்லியில் / டில்லி,probable,"Delhi headings contain OCR substitutions and punctuation; translated normally."
sorpozhivugal/mozhiprachinai.md,மாணவார்களும்,மாணவர்களும்,probable,"Title contains an extra vowel marker; clean display title used without altering source."
sorpozhivugal/mozhiprachinai.md,முடி.வு,முடிவு,probable,"Stray OCR punctuation inside word; translated normally."
sorpozhivugal/thimuka_pothu.md,11] இலட்சம் ரூபாய்,11 இலட்சம் ரூபாய்,probable,"Stray OCR bracket in election-fund amount; English reads eleven lakhs."
sorpozhivugal/thimuka_pothu.md,ஊளர்வலத்தை,ஊர்வலத்தை,probable,"OCR inserted an extra consonant in procession; translated normally."
sorpozhivugal/makkalukku_vidutha.md,25-22-1962,25-2-1962,verified_image,"Source image 001-1890f4caac.png clearly confirms the date used in English metadata."
sorpozhivugal/makkalukku_vidutha.md,சட்ட௫சபையிலிருந்துகொண்டு,சட்டசபையிலிருந்துகொண்டு,probable,"Stray OCR glyph in Assembly; translated normally."
sorpozhivugal/kanivum.md,அமர்த்தப்பட்டி ௬ுக்கிறார்களோ,அமர்த்தப்பட்டிருக்கிறார்களோ,probable,"OCR split and numeral glyph inside word; translated contextually."
sorpozhivugal/kanivum.md,நேருவுக்கும் பந்துக்கும்,Nehru and Pant,historical_term,"The political names are contextually identifiable; conventional English forms used."
sorpozhivugal/nagaichuvai_mannar.md,14-71-7969,14-1-1969,verified_image,"Source image 001-2284adb88d.png clearly confirms the date."
sorpozhivugal/nagaichuvai_mannar.md,ஈம்ரமடைய கவைவாணரச் வவர்சகன்,[image-verified transition],verified_image,"Source image 003-bc03de96dc.png restores the transition into the statue paragraph; English follows the visible print while Tamil OCR remains unchanged."
sorpozhivugal/oviyar_madhavan.md,இடக்கரடக்கல்,idakkaradakkal,cultural_term,"Traditional term for decorous avoidance is transliterated and glossed rather than flattened."
sorpozhivugal/oviyar_madhavan.md,சதய டார் எகரி,[trailing OCR noise],unresolved,"Fragment follows the completed speech and is not translated as spoken content."
sorpozhivugal/sudhanthira_kaiyelu.md,[18 handwritten pages largely unreadable],[requires handwriting-specific transcription],incomplete_source,"Current OCR cannot support faithful translation; multipart manuscript remains pending as one combined canonical work."
sorpozhivugal/uthagai.md,19-35-1967,19-5-1967,verified_image,"Source image 001-abeb7ab2a0.png clearly confirms the date used in English metadata."
sorpozhivugal/uthagai.md,அசிரியர்கள் / ஆறிவுத்துறையில்,ஆசிரியர்கள் / அறிவுத்துறையில்,probable,"Repeated OCR letter omissions and substitutions; translated contextually."
sorpozhivugal/jainaneri.md,மமருத்துவமனைகளையும்,மருத்துவமனைகளையும்,probable,"Duplicated initial consonant in hospitals; translated normally."
sorpozhivugal/jainaneri.md,ஆயிரக்கணக்கான அண்டுகளுக்கு,ஆயிரக்கணக்கான ஆண்டுகளுக்கு,probable,"OCR omitted long vowel in years; translated normally."
sorpozhivugal/manavargalukku_vaelai.md,இ. மு. கழக,தி. மு. கழக,probable,"Party abbreviation is OCR-damaged; context establishes D.M.K."
sorpozhivugal/manavargalukku_vaelai.md,அட்சியை / துடி.த்தீர்கள்,ஆட்சியை / துடித்தீர்கள்,probable,"OCR omissions and punctuation in closing appeal; translated contextually."
sorpozhivugal/neruvum_annavum.md,தி. மு. ௧.,தி. மு. க.,probable,"Party abbreviation contains a numeral-like OCR glyph; conventional D.M.K. used in English."
sorpozhivugal/neruvum_annavum.md,சுப்புலட் சுமி,சுப்புலட்சுமி,probable,"Personal name is split and OCR-damaged; M. S. Subbulakshmi is contextually identifiable."
sorpozhivugal/chennai_rayapuram.md,தோழார்களே,தோழர்களே,probable,"Extra vowel marker in salutation; translated normally."
sorpozhivugal/chennai_rayapuram.md,அதிக ஐஜனநெருக்கம்,அதிக ஜனநெருக்கம்,probable,"Stray OCR letter in population density; translated contextually."
sorpozhivugal/manilakalluri.md,24-17-1957,24-11-1967,verified_image,"Source image 001-d5b805fad0.png clearly confirms the date used in English metadata."
sorpozhivugal/manilakalluri.md,மாணவார்களிரை யே,மாணவர்களிடையே,verified_image,"Source image confirms the clean title; Tamil OCR source remains unchanged."
sorpozhivugal/manilakalluri.md,ஊநூ,U Nu,historical_term,"Burmese leader is contextually identifiable; conventional English form used."
sorpozhivugal/sootchamam.md,அனந்தாச்சாரிகள்கூடச் / அவினாசிகளல்லவா,Ananthacharis / Avinashis,unresolved,"The contrast appears deliberate, but the OCR source does not securely identify the people intended; names are transliterated conservatively."
sorpozhivugal/sootchamam.md,பார்ப்பனியம்,Brahminism,historical_term,"The source explicitly distinguishes the ideological or social system from individual Brahmins; the English translation preserves that distinction."
sorpozhivugal/sootchamam.md,Political and social assertions,Translated in source voice,source_claim,"The claims and analogies are preserved as the author's argument and were not independently verified."
sorpozhivugal/thimuka_thaer_sira.md,தி. மூ. க. தோர்தல் சிறப்பு மாநாடு,தி. மு. க. தேர்தல் சிறப்பு மாநாடு,verified_image,"Source image 001-bc8057169d.png clearly confirms the clean Tamil title. The Tamil OCR source remains unchanged."
sorpozhivugal/thimuka_thaer_sira.md,92,52,verified_image,"The printed page number in source image 001-bc8057169d.png is 52; this does not affect the translated body."
sorpozhivugal/thimuka_thaer_sira.md,தி. மு. கழகம் இப்போது பருவமடைந்த மங்கையின் லையிலிருப்பது ... சிங்காரித்துக் ருப்பது த்த த்து,தி. மு. கழகம் இப்போது பருவமடைந்த மங்கையின் நிலையிலிருப்பது ... சிங்காரித்துக் கொண்டால்,verified_image,"The scan and the next page confirm a page-break OCR failure; the English translation follows the visible continuous sentence while the Tamil source is preserved verbatim."
sorpozhivugal/thimuka_thaer_sira.md,உபகாரச் சம்பளம்,unemployment assistance,historical_term,"Rendered from context as financial support due when a willing worker has no employment."
sorpozhivugal/thimuka_thaer_sira.md,Political historical and economic assertions,Translated in source voice,source_claim,"Claims about the movement, resources, planning, England, and proposed government policy were not independently verified."
sorpozhivugal/veettuku_oar.md,வீட்டுக்கு ஓர் மறவார் வாரீர்! நாட்டுக்குத் தன்னுயிரைத் தாரீர்!!,வீட்டுக்கு ஓர் மறவார் வாரீர்! நாட்டுக்குத் தன்னுயிரைத் தாரீர்!!,verified_image,"Source image 001-0f41e655b8.png confirms the unusual printed headline exactly; it is retained rather than normalised."
sorpozhivugal/veettuku_oar.md,07,67,verified_image,"The printed page number in source image 001-0f41e655b8.png is 67; page furniture is not part of the translated body."
sorpozhivugal/veettuku_oar.md,பச்சைத் தமிழர் / உலர்ந்த தமிழர்,true Tamil / dried-up Tamil,source_rhetoric,"A deliberate rhetorical wordplay; the English translation preserves the contrast and explains it in Translator Notes."
sorpozhivugal/veettuku_oar.md,தமிழர்கள் எதையும் இழந்துவிடச் சம்மதிப்பார்கள்/,தமிழர்கள் எதையும் இழந்துவிடச் சம்மதிப்பார்கள்,probable,"The slash is OCR punctuation noise; it is omitted only in English while the Tamil source remains verbatim."
sorpozhivugal/veettuku_oar.md,Political and historical assertions,Translated in source voice,source_claim,"Attributed assurances, directives, political characterisations, and the editor's imprisonment footnote were not independently verified."
sorpozhivugal/thamizhagathirku.md,எதுர்காலம்/,எதிர்காலம்,verified_image,"The printed heading in source image 001-4ec1d9f545.png reads எதிர்காலம்; English uses the clean title while Tamil OCR remains verbatim."
sorpozhivugal/thamizhagathirku.md,கஇடைத்துவிடும்/,கிடைத்துவிடும்,probable,"Clear OCR character and punctuation noise; resolved only in English."
sorpozhivugal/thamizhagathirku.md,ஸ்காட்லாந்தில் மிருகங்களுக்கும் இங்கிலாந்தில் மனிதர்களுக்கும் உணவாக,As printed; not silently reversed,verified_image,"Source image 003-5493e3e7e3.png confirms this wording, although it reverses the familiar Samuel Johnson quotation."
sorpozhivugal/thamizhagathirku.md,அறங்கூறு மன்றம்,ombudsman institution,historical_term,"Interpreted from the immediately following references to Lokpal and Lok Ayukta."
sorpozhivugal/thamizhagathirku.md,Political historical and linguistic assertions,Translated in source voice,source_claim,"Claims concerning the glossary, language committees, quotations, and policy were not independently verified."
sorpozhivugal/170367.md,சர்த்திருக்கிறார்கள்,சேர்த்திருக்கிறார்கள்,probable,"Context requires 'have added'; resolved only in English while Tamil OCR remains verbatim."
sorpozhivugal/170367.md,கர்த்திமிக்க,கீர்த்திமிக்க,probable,"Contextual OCR correction meaning illustrious; source text remains unchanged."
sorpozhivugal/170367.md,கருத்துக் கருஷலங்கள் / கருத்துக் கருஷலங்களின்,கருத்துக் கருவூலங்கள் / கருத்துக் கருவூலங்களின்,probable,"Repeated OCR confusion; translated as treasuries of thought without changing Tamil source."
sorpozhivugal/170367.md,தங்களுடைய அணைக்குக்,தங்களுடைய ஆணைக்குக்,probable,"Context is obedience to the Speaker's rulings or commands."
sorpozhivugal/170367.md,Image 4 closing paragraph,Faded but substantially recoverable,incomplete_source,"The scan and OCR lose several spaces and suffixes; English conservatively follows the visible congratulations and assurance, with no invented substantive claim."
sorpozhivugal/170367.md,Historical and biographical assertions,Translated in source voice,source_claim,"Claims about parliamentary tradition and named officeholders were not independently verified."
sorpozhivugal/yathum_oorae.md,3-7-1968,3-1-1968,verified_image,"Source image 001-bba86d273e.png clearly prints 3-1-1968; English metadata uses the verified date while Tamil OCR remains unchanged."
sorpozhivugal/yathum_oorae.md,இரண்டாவது மாதாடு,இரண்டாவது மாநாடு,probable,"Clear contextual OCR error; resolved only in English."
sorpozhivugal/yathum_oorae.md,பதினெண்சூழ்க் கணக்கு,பதினெண்கீழ்க்கணக்கு,probable,"Classical corpus name is contextually identifiable as Pathinenkilkanakku."
sorpozhivugal/yathum_oorae.md,தாவாயின் - கப்பலின் மூலம்,sound vessel or ship,unresolved,"The source form தாவாய் is unusual; the immediate apposition கப்பல் supports the conservative contextual rendering."
sorpozhivugal/yathum_oorae.md,யாதும் ஊரே யாவரும் கேளிர் / தீதும் நன்றும் பிறர்தர வாரா,Every place is our town; everyone is our kin / Good and evil do not come from others,cultural_term,"Classical Purananuru lines are translated closely and retained in Tamil in the source block."
sorpozhivugal/yathum_oorae.md,Historical and linguistic assertions,Translated in source voice,source_claim,"Claims about Tamil antiquity, international teaching, conference participation, and chronology were not independently verified."
sorpozhivugal/thimuka_moondravathu.md,13-7-1967,13-7-1961,verified_image,"Source image 001-025a2c6184.png clearly prints 13-7-1961; English metadata uses the verified date while Tamil OCR remains verbatim."
sorpozhivugal/thimuka_moondravathu.md,64,84,verified_image,"The source image clearly prints page 84; page furniture does not affect the translation."
sorpozhivugal/thimuka_moondravathu.md,1256ம் ஆண்டில்,1956ம் ஆண்டில்,verified_image,"The scan and internal chronology identify the Tiruchi State Conference year as 1956."
sorpozhivugal/thimuka_moondravathu.md,பதினைந்து போர்களை,பதினைந்து பேர்களை,probable,"Context is fifteen elected members seated in the Legislative Assembly; resolved only in English."
sorpozhivugal/thimuka_moondravathu.md,மண்னை வலை... வேண்டிக் கேட்டுக் கொள்கிறேன்,சிந்தித்துப் பார்க்க வேண்டிக் கேட்டுக் கொள்கிறேன்,unresolved,"The OCR is damaged mid-sentence, but the request that other party leaders consider the proposal is syntactically clear; English adds no further content."
sorpozhivugal/thimuka_moondravathu.md,திராவிட நாடு,Dravida Nadu,historical_term,"Retained as the proper name of the movement's contemporary territorial demand."
sorpozhivugal/thimuka_moondravathu.md,Political electoral and historical assertions,Translated in source voice,source_claim,"Claims about elections, parties, representation, regional neglect, and relief work were not independently verified."
sorpozhivugal/050767.md,Image 2 opening fragmented OCR,கூச்சமாக இருக்கிறது ... சமூகத்தில் சீர்கேடானவர்கள் ... நமக்கு நாமே வெட்கத்தை உண்டுபண்ணக் கூடியதாக இருக்கிறது,verified_image,"Source image 002-37db0db3dc.png restores the complete thought; English follows the scan while Tamil OCR remains verbatim."
sorpozhivugal/050767.md,சதித் திட்டங்கள் னன் அவைகளைக் கண்டுபிடிப்பதற்கான மூய ் போலீஸ் இலாக்கா,சதித் திட்டங்கள் இருக்குமானால் அவைகளைக் கண்டுபிடிப்பதற்கான முயற்சியில் போலீஸ் இலாக்கா,verified_image,"Direct scan inspection confirms the missing words and continuous sentence."
sorpozhivugal/050767.md,ஒரு மணி நேரம் சாவி இல்லை,one hour without a key,unresolved,"The source does not explain which key or mechanism was meant; translated literally without adding context."
sorpozhivugal/050767.md,Image 4 first paragraph fragmented OCR,உறுப்பினர்கள் ஒவ்வொருவரும் நம்முடைய வேலை நேரம் போக மீதம் உள்ள நேரத்தில்...,verified_image,"Source image 004-0780c98a1d.png confirms the appeal to work during time outside official working hours."
sorpozhivugal/050767.md,11% மணிக்கு,11½ மணிக்கு,verified_image,"The scan clearly prints 11½; English renders half past eleven."
sorpozhivugal/050767.md,Claims about fires conspiracy policing and relief,Translated in source voice,source_claim,"Parliamentary claims and allegations were not independently verified."
sorpozhivugal/nellai_mavatta.md,தி. மூ. ௧. மாநாடு,தி. மு. க. மாநாடு,verified_image,"Source image 001-40c1f1a847.png confirms the DMK abbreviation in the printed title; Tamil OCR remains unchanged."
sorpozhivugal/nellai_mavatta.md,டெல்லி சலோ : டெல்லிக்குத் திரும்பிச் செல்,Delhi chalo: go back to Delhi,source_rhetoric,"The source itself gives an unconventional gloss of the slogan; both are retained rather than normalised."
sorpozhivugal/nellai_mavatta.md,அளவந்தார்,ஆளவந்தார்,probable,"Historical political usage meaning rulers or authorities; OCR drops the initial vowel in places."
sorpozhivugal/nellai_mavatta.md,தீத்தான் வேண்டும்,பிடித்துத்தான் வேண்டும்,probable,"Context and preceding sentence require raising or holding the black flag; resolved only in English."
sorpozhivugal/nellai_mavatta.md,கிறைக் கதவு,சிறைக் கதவு,probable,"Clear OCR confusion in the warning about imprisonment."
sorpozhivugal/nellai_mavatta.md,போர்டு அழிப்புப் போராட்டம்,agitation to erase the signboards,historical_term,"Rendered in the immediate context of removing Hindi-first lettering from railway boards, without implying destruction of railway infrastructure."
sorpozhivugal/nellai_mavatta.md,Political and historical assertions,Translated in source voice,source_claim,"Claims and proposed campaigns are preserved as the speaker's 1950 position and were not independently verified."
sorpozhivugal/270367.md,All six source pages,English source OCRed with Tamil model,wrong_language,"The page images contain English Assembly proceedings, but OCR language tam produced near-total gibberish. Re-OCR with English is required before source-faithful translation; file is not counted complete."
sorpozhivugal/thaniyar_kalvi.md,பச்சையப்பன் கல்லூரியில் / சட்டக் கல்லூரியில்,Separate editorial sections,title_layout,"The source compiles remarks from distinct educational settings; English preserves both internal headings and does not merge them into one occasion."
sorpozhivugal/thaniyar_kalvi.md,ஈதல் இசைபட வாழ்தல் - அது அல்லது ஊதியம் இல்லை உயிர்க்கு,Give and live with fame; other than that life has no reward,cultural_term,"Tirukkural 231 is translated closely; the Tamil quotation remains verbatim in the source block."
sorpozhivugal/thaniyar_kalvi.md,அறிவாலயங்கள்,temples of knowledge,cultural_term,"Literal cultural metaphor for educational institutions, retained appositionally."
sorpozhivugal/thaniyar_kalvi.md,எதை எடுத்தாலும் ஒன்றரையணா,Whatever you take one and a half annas,historical_term,"Historical market cry using the pre-decimal anna currency."
sorpozhivugal/thaniyar_kalvi.md,அகியவற்றில்தான் தான்,ஆகியவற்றில்தான்,probable,"Duplicated OCR word and character error; resolved only in English."
sorpozhivugal/thaniyar_kalvi.md,Historical biographical and policy assertions,Translated in source voice,source_claim,"Claims about institutions, benefactors, alumni, curricula, and government plans were not independently verified."
sorpozhivugal/hidhi_thinippai.md,25-58-1963,25-8-1963,verified_image,"Source image 001-4ef3cee8b1.png clearly prints 25-8-1963; English metadata uses the verified date while Tamil OCR remains verbatim."
sorpozhivugal/hidhi_thinippai.md,பேச்சின் முக்கிய பகுதி,Edited important portion,title_layout,"The source explicitly identifies itself as an excerpt; English preserves editorial framing and does not claim a full verbatim transcript."
sorpozhivugal/hidhi_thinippai.md,இணை ஆட்சிமொழி,associate official language,historical_term,"Rendered in the constitutional language-policy sense used in the speech."
sorpozhivugal/hidhi_thinippai.md,இணைப்பு முறை அரசியல் அமைப்பு,federal constitutional structure,historical_term,"Context identifies a federation joining multiple units, not a generic link arrangement."
sorpozhivugal/hidhi_thinippai.md,த.மிழில்தான்,தமிழில்தான்,probable,"Stray OCR punctuation inside the word; resolved only in English."
sorpozhivugal/hidhi_thinippai.md,Political constitutional historical and linguistic assertions,Translated in source voice,source_claim,"Claims, attributed assurances, chronology, antiquity figures, and political predictions were not independently verified."
sorpozhivugal/170868_2.md,170868_2 / 170868,Separate same-date Assembly records,multipart,"170868 is a supplementary budget statement; 170868_2 is the Tamil Nadu renaming resolution. They share a date but are not parts of one work and are not merged."
sorpozhivugal/170868_2.md,3அஆவது பிரிவின்படி,3ஆவது பிரிவின்படி,probable,"Context is Article 3 of the Constitution; OCR inserts stray characters."
sorpozhivugal/170868_2.md,வறிறுக் கொள்ளப்படுவதாக,ஏற்றுக் கொள்ளப்படுவதாக,probable,"Legislative resolution formula is contextually clear; resolved only in English."
sorpozhivugal/170868_2.md,தமிழ் நாட் / தமிழ் நாடு,Tamil Nad / Tamil Nadu,verified_image,"The amendment concerns the English spelling; Roman text is OCR-corrupted but the source scan and Tamil frame confirm the contrast."
sorpozhivugal/170868_2.md,Image 3 fragmented passage,Sankaralinga Nadar 75-day fast and Anna visit,verified_image,"Direct inspection of source image 003-45b48e20d8.png restores the tribute and conversation without altering Tamil OCR."
sorpozhivugal/170868_2.md,ழ,Tamil retroflex approximant,cultural_term,"The source discusses the difficulty of representing and pronouncing this distinctly Tamil sound in English and other languages."
sorpozhivugal/170868_2.md,Legislative historical and biographical assertions,Translated in source voice,source_claim,"Claims about the Bill, earlier refusals, Sankaralinga Nadar, and named participants were not independently verified."
sorpozhivugal/magalir_nithi.md,தி. மு. க. தோர்தல் நிதி,தி. மு. க. தேர்தல் நிதி,probable,"Clear OCR error in the event description; resolved only in English."
sorpozhivugal/magalir_nithi.md,குஷ்டரோகியின் கையிலிருக்கும் வெண்ணெய்,butter held by a person with leprosy,source_rhetoric,"Stigmatizing historical metaphor translated faithfully and explicitly identified in Translator Notes; not endorsed."
sorpozhivugal/magalir_nithi.md,பன்னீர்வாடை / வியர்வையின் வாடை,rosewater fragrance / smell of sweat,source_rhetoric,"Central rhetorical contrast between elite money and workers' contributions."
sorpozhivugal/magalir_nithi.md,மொய்,ceremonial wedding gift,cultural_term,"Tamil social practice retained by name and briefly glossed."
sorpozhivugal/magalir_nithi.md,பயில்வான்,wrestler,historical_term,"Period usage in a metaphor contrasting bodily bulk with technical skill."
sorpozhivugal/magalir_nithi.md,Political electoral financial and historical assertions,Translated in source voice,source_claim,"Claims about donations, vote buying, Congress, Nehru, prices, and government conduct were not independently verified."
sorpozhivugal/280368.md,அக்குலப்பு,மோதல் / clash,probable,"The debate concerns a transport worker-student clash; the malformed OCR title word is resolved only in English."
sorpozhivugal/280368.md,திரு கே. விநாயகம்,Mr K. Vinayagam,verified_image,"Source image 003-726a5bcaf0.png confirms the speaker label omitted by OCR."
sorpozhivugal/280368.md,I am not interested in demonstrative politics,I am not interested in demonstrative politics,verified_image,"The English sentence is printed verbatim in source image 003-726a5bcaf0.png and retained exactly."
sorpozhivugal/280368.md,Image 4 reconciliation passage,Representatives to meet and restore normal conditions,verified_image,"Direct scan inspection restores the fragmented proposal without altering Tamil OCR."
sorpozhivugal/280368.md,Image 4 compensation ending,Fair compensation after details are collected,verified_image,"The scan continues below the OCR truncation and confirms the complete closing answer."
sorpozhivugal/280368.md,10-30 மணி / பிற்பகல் 3 மணி,10:30 / 3 p.m.,unresolved,"The excerpt's temporal sequence is ambiguous; both times are translated as stated without reconciliation."
sorpozhivugal/280368.md,Claims about clash firing casualties searches and compensation,Translated by speaker,source_claim,"Parliamentary assertions and allegations were not independently verified."
sorpozhivugal/170767.md,இட்டம்,திட்டம்,probable,"Clear OCR omission in the opening description; resolved only in English."
sorpozhivugal/170767.md,பொறுக்குக் கமிட்டி / நொறுக்குக் கமிட்டி,Select Committee / smash committee,source_rhetoric,"Anna's Tamil wordplay is retained and explained in Translator Notes."
sorpozhivugal/170767.md,புன்செய் / நன்செய்,dry land / wet land,historical_term,"Agricultural classifications rendered by their standard contextual meanings."
sorpozhivugal/170767.md,குத்தகைக்குக் கூட எடுத்துக்கொள்ளலாம்,collection might even be leased out,source_rhetoric,"Rhetorical response to the claimed twenty-five-crore yield; translated without treating it as a formal proposal."
sorpozhivugal/170767.md,அன் ௭ பாயிண்ட் அஃப் கீளாரிபிக்கேஷன் / ஆர்டர்,On a point of clarification / order,probable,"Tamil-script OCR of printed English parliamentary phrases; conventional English is restored."
sorpozhivugal/170767.md,Political fiscal agricultural and historical assertions,Translated by speaker,source_claim,"Claims about tax yields, ceiling-law evasion, crop income, and regional law were not independently verified."
sorpozhivugal/kazhagathin_pilavu.md,பிதற்றுபவார்கள்,பிதற்றுபவர்கள்,probable,"Grammatical OCR error in the headline; clean form used only in title metadata and English."
sorpozhivugal/kazhagathin_pilavu.md,சொற்பொழிவின் சுருக்கம்,Editorial speech summary,title_layout,"The source identifies itself as a summary; English does not claim verbatim completeness."
sorpozhivugal/kazhagathin_pilavu.md,மோகன இராகம் / முகாரி,Mohanam / Mukhari,cultural_term,"Raga-name wordplay contrasting an uplifting mood with lament; both names retained."
sorpozhivugal/kazhagathin_pilavu.md,பாராட்டுக் கூட்டம் / நீராட்டுக் கூட்டம்,praise meeting / rain-bathing meeting,source_rhetoric,"Weather-related pun preserved contextually."
sorpozhivugal/kazhagathin_pilavu.md,கண்ணீராலும் செந்தீராலும்,by tears and red fire,unresolved,"செந்தீர் is translated literally rather than silently normalised to a more familiar phrase."
sorpozhivugal/kazhagathin_pilavu.md,ஏற்பட்டி ௬க்கிற,ஏற்பட்டிருக்கிற,probable,"Clear OCR fragmentation; resolved only in English."
sorpozhivugal/kazhagathin_pilavu.md,Political organisational historical and biographical assertions,Translated in source voice,source_claim,"Claims about internal unity, attacks, offices, membership, and finances were not independently verified."
sorpozhivugal/thambiyae_va.md,தாூானையோரடு வா,தானையோடு வா,verified_image,"Source image 001-23b66518d7.png clearly confirms the second title line; clean title used in metadata and English while Tamil OCR remains verbatim."
sorpozhivugal/thambiyae_va.md,தானை,assembled host or army,cultural_term,"Collective martial term retained in the English title as host."
sorpozhivugal/thambiyae_va.md,பல்லாயிரம் ஆண்டுகளுக்கு முன்னமேயே ரும் சிறப்புமுற பாராண்டது,பல்லாயிரம் ஆண்டுகளுக்கு முன்னமேயே ஏரும் சிறப்புமுறப் பாராண்டது,probable,"OCR loses characters in the claim that Tamil governed with dignity and distinction; resolved conservatively only in English."
sorpozhivugal/thambiyae_va.md,அறப்போராட்டம்,moral struggle,historical_term,"Rendered in the source's principled-agitation sense."
sorpozhivugal/thambiyae_va.md,பாடி வீடு நோக்கி வருகின்ற,approaching life's final home,unresolved,"The likely funerary expression is OCR-unclear; English preserves the old-age and mortality image without over-specific reconstruction."
sorpozhivugal/thambiyae_va.md,Political historical and linguistic assertions,Translated in source voice,source_claim,"Claims about prohibitions, arrests, Hindi policy, Tamil antiquity, and future consequences were not independently verified."
sorpozhivugal/maanila_suya.md,மாநில சுயாட்சி,state autonomy,historical_term,"Established political and constitutional term; distinguished from secession or complete sovereignty."
sorpozhivugal/maanila_suya.md,மாதம் மும்மாரி மழை,three rains a month,cultural_term,"Conventional theatrical image of ideal kingship used satirically about remote Union supervision."
sorpozhivugal/maanila_suya.md,தர்பார் பேச்சு,durbar-style conversation,cultural_term,"Ceremonial court conversation contrasted with direct responsibility for people's needs."
sorpozhivugal/maanila_suya.md,அக்ரம வவிவு,அக்கிரம வலிவு,probable,"OCR corruption meaning unjust power; resolved only in English."
sorpozhivugal/maanila_suya.md,ஓளரங்கசீப்,ஔரங்கசீப் / Aurangzeb,probable,"Historical ruler is contextually identifiable; conventional English name used."
sorpozhivugal/maanila_suya.md,பிரச்சினைகளைத் தர்க்க முடியும்,பிரச்சினைகளைத் தீர்க்க முடியும்,probable,"Clear contextual OCR error; translated as solve problems."
sorpozhivugal/maanila_suya.md,Political constitutional administrative and historical assertions,Translated in source voice,source_claim,"Claims about Union-state powers, empires, officials, Kallakurichi, and policy were not independently verified."
sorpozhivugal/reapraisal.md,All source pages,English source OCRed with Tamil model,wrong_language,"The scans contain English text, but OCR language tam produced unusable mixed-script output. English re-OCR is required before source-faithful translation; file is not counted complete."
sorpozhivugal/call_to_the.md,All source pages,English source OCRed with Tamil model,wrong_language,"The scans contain English text, but OCR language tam produced unusable mixed-script output. English re-OCR is required before source-faithful translation; file is not counted complete."
sorpozhivugal/aezhaikku.md,சொற்பொழிவின் சுருக்கம்,Editorial speech summary,title_layout,"The source explicitly identifies itself as a summary; English does not claim verbatim completeness."
sorpozhivugal/aezhaikku.md,7008 காரணங்கள்,"7,008 reasons",unresolved,"The unusual source number is retained without guessing whether it is rhetorical or typographical."
sorpozhivugal/aezhaikku.md,பச்சைத் தமிழர்,true Tamil,source_rhetoric,"Political epithet retained in quotation marks within the wedding-feast satire."
sorpozhivugal/aezhaikku.md,சுட்டுத்தள்ளு அப்பளத்தை,dismissive remote order,unresolved,"OCR and idiom are unclear; English conveys only the secure contextual sense and does not reconstruct exact wording."
sorpozhivugal/aezhaikku.md,சவுரி,added hairpiece,cultural_term,"Historical term for false hair or an attached braid, explained in Translator Notes."
sorpozhivugal/aezhaikku.md,சிந்து பாடும் சிற்றாறுகள்,little streams singing sindhu songs,cultural_term,"Tamil musical-poetic image retained rather than flattened."
sorpozhivugal/aezhaikku.md,Political economic financial industrial geographical and historical assertions,Translated in source voice,source_claim,"Claims about plans, loans, taxes, resources, industries, and political leaders were not independently verified."
sorpozhivugal/aabasa170259_2.md,எனறம நாள் : 77.0.2.1959,உரை 26 / நாள்: 17.02.1959,verified_image,"The scan clearly prints speech number 26 and date 17.02.1959; only the English translation resolves the damaged OCR metadata."
sorpozhivugal/aabasa170259_2.md,இந்தச் சட் டத்தி படத த்தப்.,இந்தச் சட்டத்தில் நாங்கள் பயப்படத்தக்கது,verified_image,"The scan clearly supplies the Minister's question that there is nothing in the Bill for the opposition to fear."
sorpozhivugal/aabasa170259_2.md,ஒரு பெரிய கதையை,ஒரு பெரிய கதையை [கதையை means cudgel in print context],verified_image,"The scan itself prints கதையை; context and the repeated தடி identify the intended object as a great cudgel. Tamil source remains verbatim."
sorpozhivugal/aabasa170259_2.md,கைத்தடியை - இந்த மசோதாவை திருஷ்டிக்கிறீர்கள்,கைத்தடியை - இந்த மசோதாவை சிருஷ்டிக்கிறீர்கள்,verified_image,"The scan shows சிருஷ்டிக்கிறீர்கள்; translated as creating a cudgel, this Bill."
sorpozhivugal/aabasa170259_2.md,எதிர்க்கட்சியை ஒடுக்குவதற்கு damaged paragraph,எதிர்க்கட்சியை ஒடுக்குவதற்கு ... இது என்பது எனது மதிப்பிற்குரிய நண்பர்கள் எல்லாம் சொன்னார்கள்,verified_image,"The scan was inspected to recover the paragraph's secure meaning; English avoids inventing words hidden by OCR loss."
sorpozhivugal/aabasa170259_2.md,நீக்ரோக்களை,Black Africans,historical_term,"The source's period terminology is rendered in current respectful English while preserving the Tamil source verbatim."
